StudentID,AcademicCollege,AcademicDepartment,AcademicMajor,EnrollmentTerm,TermSeason,TermYear,CohortYear,FirstTimeStatus,CreditsAttempted,FullTimeStatus,GPA,RetainedNextFall
S02037,Arts & Sciences,Mathematics,Mathematics Major,Fall 2024,Fall,2024,2023,Continuing,17,Full-Time,3.49,Retained
S02037,Arts & Sciences,Mathematics,Mathematics Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.95,
S02037,Arts & Sciences,Mathematics,Mathematics Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,3.03,
S02038,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2025,Continuing,16,Full-Time,2.79,Retained
S02038,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2025,Continuing,12,Full-Time,3.26,
S02038,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2025,Continuing,7,Full-Time,2.2,
S02038,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2025,Continuing,14,Full-Time,2.93,Retained
S02038,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2025,Continuing,10,Part-Time,1.89,
S02038,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2025,Continuing,4,Part-Time,3.11,
S02039,Arts & Sciences,Biology,Biology Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,3.37,Retained
S02039,Arts & Sciences,Biology,Biology Major,Spring 2024,Spring,2024,2024,Continuing,13,Full-Time,3.6,
S02039,Arts & Sciences,Biology,Biology Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,3.88,
S02039,Arts & Sciences,Biology,Biology Major,Fall 2024,Fall,2024,2024,First-Time,11,Part-Time,4,Retained
S02039,Arts & Sciences,Biology,Biology Major,Spring 2025,Spring,2025,2024,Continuing,16,Full-Time,3.2,
S02039,Arts & Sciences,Biology,Biology Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,3.85,
S02040,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2023,First-Time,12,Full-Time,2.77,Not Retained
S02040,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,2.88,
S02040,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,2.52,
S02040,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2023,Continuing,14,Full-Time,2.44,Retained
S02040,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,2.77,
S02040,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,1.85,
S02041,Arts & Sciences,History,History Major,Fall 2023,Fall,2023,2023,First-Time,11,Part-Time,2.38,Retained
S02041,Arts & Sciences,History,History Major,Spring 2024,Spring,2024,2023,Continuing,13,Full-Time,3.22,
S02041,Arts & Sciences,History,History Major,Summer 2024,Summer,2024,2023,Continuing,3,Part-Time,2.32,
S02041,Arts & Sciences,History,History Major,Fall 2024,Fall,2024,2023,Continuing,15,Full-Time,2.56,Retained
S02041,Arts & Sciences,History,History Major,Spring 2025,Spring,2025,2023,Continuing,11,Part-Time,2.54,
S02041,Arts & Sciences,History,History Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,2.58,
S02042,Education,Secondary Education,Secondary Education Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,1.74,Not Retained
S02042,Education,Secondary Education,Secondary Education Major,Spring 2024,Spring,2024,2023,Continuing,14,Full-Time,2.47,
S02042,Education,Secondary Education,Secondary Education Major,Summer 2024,Summer,2024,2023,Continuing,5,Part-Time,2.32,
S02042,Education,Secondary Education,Secondary Education Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.07,Retained
S02042,Education,Secondary Education,Secondary Education Major,Spring 2025,Spring,2025,2023,Continuing,11,Part-Time,2.72,
S02042,Education,Secondary Education,Secondary Education Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,2.92,
S02043,Health Sciences,Health Administration,Health Administration Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,3.14,Retained
S02043,Health Sciences,Health Administration,Health Administration Major,Spring 2024,Spring,2024,2024,Continuing,17,Full-Time,3.48,
S02043,Health Sciences,Health Administration,Health Administration Major,Summer 2024,Summer,2024,2024,Continuing,6,Full-Time,3.1,
S02043,Health Sciences,Health Administration,Health Administration Major,Fall 2024,Fall,2024,2024,First-Time,17,Full-Time,3.2,Not Retained
S02043,Health Sciences,Health Administration,Health Administration Major,Spring 2025,Spring,2025,2024,Continuing,10,Part-Time,2.64,
S02043,Health Sciences,Health Administration,Health Administration Major,Summer 2025,Summer,2025,2024,Continuing,5,Part-Time,2.36,
S02044,Arts & Sciences,Mathematics,Mathematics Major,Fall 2023,Fall,2023,2024,Continuing,13,Full-Time,2.58,Not Retained
S02044,Arts & Sciences,Mathematics,Mathematics Major,Spring 2024,Spring,2024,2024,Continuing,14,Full-Time,2.69,
S02044,Arts & Sciences,Mathematics,Mathematics Major,Summer 2024,Summer,2024,2024,Continuing,8,Full-Time,2.96,
S02044,Arts & Sciences,Mathematics,Mathematics Major,Fall 2024,Fall,2024,2024,First-Time,17,Full-Time,2.09,Retained
S02044,Arts & Sciences,Mathematics,Mathematics Major,Spring 2025,Spring,2025,2024,Continuing,17,Full-Time,3.33,
S02044,Arts & Sciences,Mathematics,Mathematics Major,Summer 2025,Summer,2025,2024,Continuing,10,Full-Time,3.4,
S02045,Education,Special Education,Special Education Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.22,Not Retained
S02045,Education,Special Education,Special Education Major,Spring 2024,Spring,2024,2023,Continuing,9,Part-Time,2.59,
S02045,Education,Special Education,Special Education Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,2.61,
S02045,Education,Special Education,Special Education Major,Fall 2024,Fall,2024,2023,Continuing,11,Part-Time,2.8,Not Retained
S02045,Education,Special Education,Special Education Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,2.12,
S02045,Education,Special Education,Special Education Major,Summer 2025,Summer,2025,2023,Continuing,7,Full-Time,2.67,
S02046,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.41,Retained
S02046,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,2.58,
S02046,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,4,Part-Time,2.97,
S02046,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,15,Full-Time,2.83,Retained
S02046,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,2.57,
S02046,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,2.2,
S02047,Education,Secondary Education,Secondary Education Major,Fall 2023,Fall,2023,2024,Continuing,14,Full-Time,2.78,Not Retained
S02047,Education,Secondary Education,Secondary Education Major,Spring 2024,Spring,2024,2024,Continuing,9,Part-Time,2.54,
S02047,Education,Secondary Education,Secondary Education Major,Summer 2024,Summer,2024,2024,Continuing,12,Full-Time,2.9,
S02047,Education,Secondary Education,Secondary Education Major,Fall 2024,Fall,2024,2024,First-Time,11,Part-Time,3.75,Retained
S02047,Education,Secondary Education,Secondary Education Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,2.77,
S02047,Education,Secondary Education,Secondary Education Major,Summer 2025,Summer,2025,2024,Continuing,7,Full-Time,3.25,
S02048,Engineering,Computer Engineering,Computer Engineering Major,Fall 2023,Fall,2023,2023,First-Time,15,Full-Time,2.25,Retained
S02048,Engineering,Computer Engineering,Computer Engineering Major,Spring 2024,Spring,2024,2023,Continuing,17,Full-Time,2.85,
S02048,Engineering,Computer Engineering,Computer Engineering Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,1.88,
S02048,Engineering,Computer Engineering,Computer Engineering Major,Fall 2024,Fall,2024,2023,Continuing,13,Full-Time,2.38,Not Retained
S02048,Engineering,Computer Engineering,Computer Engineering Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,1.63,
S02048,Engineering,Computer Engineering,Computer Engineering Major,Summer 2025,Summer,2025,2023,Continuing,9,Full-Time,1.53,
S02049,Health Sciences,Public Health,Public Health Major,Fall 2023,Fall,2023,2023,First-Time,16,Full-Time,2.95,Retained
S02049,Health Sciences,Public Health,Public Health Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,3.03,
S02049,Health Sciences,Public Health,Public Health Major,Summer 2024,Summer,2024,2023,Continuing,6,Full-Time,3.46,
S02049,Health Sciences,Public Health,Public Health Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,2.83,Retained
S02049,Health Sciences,Public Health,Public Health Major,Spring 2025,Spring,2025,2023,Continuing,12,Full-Time,4,
S02049,Health Sciences,Public Health,Public Health Major,Summer 2025,Summer,2025,2023,Continuing,4,Part-Time,3.69,
S02050,Education,Special Education,Special Education Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.14,Not Retained
S02050,Education,Special Education,Special Education Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,2.88,
S02050,Education,Special Education,Special Education Major,Summer 2024,Summer,2024,2023,Continuing,3,Part-Time,2.18,
S02050,Education,Special Education,Special Education Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,3.26,Retained
S02050,Education,Special Education,Special Education Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,2.96,
S02050,Education,Special Education,Special Education Major,Summer 2025,Summer,2025,2023,Continuing,3,Part-Time,2.95,
S02051,Business,Marketing,Marketing Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.15,Retained
S02051,Business,Marketing,Marketing Major,Spring 2024,Spring,2024,2023,Continuing,9,Part-Time,2.58,
S02051,Business,Marketing,Marketing Major,Summer 2024,Summer,2024,2023,Continuing,7,Full-Time,2.5,
S02051,Business,Marketing,Marketing Major,Fall 2024,Fall,2024,2023,Continuing,12,Full-Time,2.95,Retained
S02051,Business,Marketing,Marketing Major,Spring 2025,Spring,2025,2023,Continuing,10,Part-Time,1.88,
S02051,Business,Marketing,Marketing Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,2.05,
S02052,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,3.02,Not Retained
S02052,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2024,Spring,2024,2023,Continuing,15,Full-Time,3.02,
S02052,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2024,Summer,2024,2023,Continuing,11,Full-Time,3.61,
S02052,Engineering,Electrical Engineering,Electrical Engineering Major,Fall 2024,Fall,2024,2023,Continuing,17,Full-Time,3.62,Retained
S02052,Engineering,Electrical Engineering,Electrical Engineering Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,3.02,
S02052,Engineering,Electrical Engineering,Electrical Engineering Major,Summer 2025,Summer,2025,2023,Continuing,8,Full-Time,3.27,
S02053,Business,Management,Management Major,Fall 2023,Fall,2023,2025,Continuing,14,Full-Time,1.81,Retained
S02053,Business,Management,Management Major,Spring 2024,Spring,2024,2025,Continuing,14,Full-Time,1.85,
S02053,Business,Management,Management Major,Summer 2024,Summer,2024,2025,Continuing,9,Full-Time,2.27,
S02053,Business,Management,Management Major,Fall 2024,Fall,2024,2025,Continuing,15,Full-Time,1.69,Retained
S02053,Business,Management,Management Major,Spring 2025,Spring,2025,2025,Continuing,16,Full-Time,2.03,
S02053,Business,Management,Management Major,Summer 2025,Summer,2025,2025,Continuing,5,Part-Time,3.02,
S02054,Business,Accounting,Accounting Major,Fall 2023,Fall,2023,2025,Continuing,15,Full-Time,1.79,Not Retained
S02054,Business,Accounting,Accounting Major,Spring 2024,Spring,2024,2025,Continuing,16,Full-Time,1.16,
S02054,Business,Accounting,Accounting Major,Summer 2024,Summer,2024,2025,Continuing,7,Full-Time,1.67,
S02054,Business,Accounting,Accounting Major,Fall 2024,Fall,2024,2025,Continuing,16,Full-Time,2.18,Retained
S02054,Business,Accounting,Accounting Major,Spring 2025,Spring,2025,2025,Continuing,9,Part-Time,2.47,
S02054,Business,Accounting,Accounting Major,Summer 2025,Summer,2025,2025,Continuing,7,Full-Time,1.77,
S02055,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,3.03,Retained
S02055,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2024,Continuing,17,Full-Time,2.45,
S02055,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2024,Continuing,6,Full-Time,2.53,
S02055,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2024,First-Time,12,Full-Time,1.81,Not Retained
S02055,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2024,Continuing,17,Full-Time,2.02,
S02055,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2024,Continuing,4,Part-Time,2.7,
S02056,Business,Accounting,Accounting Major,Fall 2023,Fall,2023,2024,Continuing,11,Part-Time,2.38,Retained
S02056,Business,Accounting,Accounting Major,Spring 2024,Spring,2024,2024,Continuing,16,Full-Time,3.18,
S02056,Business,Accounting,Accounting Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,1.68,
S02056,Business,Accounting,Accounting Major,Fall 2024,Fall,2024,2024,First-Time,16,Full-Time,1.99,Not Retained
S02056,Business,Accounting,Accounting Major,Spring 2025,Spring,2025,2024,Continuing,12,Full-Time,2.81,
S02056,Business,Accounting,Accounting Major,Summer 2025,Summer,2025,2024,Continuing,9,Full-Time,2.17,
S02057,Health Sciences,Health Administration,Health Administration Major,Fall 2023,Fall,2023,2024,Continuing,14,Full-Time,1.92,Retained
S02057,Health Sciences,Health Administration,Health Administration Major,Spring 2024,Spring,2024,2024,Continuing,16,Full-Time,3.15,
S02057,Health Sciences,Health Administration,Health Administration Major,Summer 2024,Summer,2024,2024,Continuing,10,Full-Time,1.93,
S02057,Health Sciences,Health Administration,Health Administration Major,Fall 2024,Fall,2024,2024,First-Time,17,Full-Time,2.93,Retained
S02057,Health Sciences,Health Administration,Health Administration Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,2.99,
S02057,Health Sciences,Health Administration,Health Administration Major,Summer 2025,Summer,2025,2024,Continuing,11,Full-Time,3.39,
S02058,Business,Management,Management Major,Fall 2023,Fall,2023,2023,First-Time,13,Full-Time,2.78,Retained
S02058,Business,Management,Management Major,Spring 2024,Spring,2024,2023,Continuing,12,Full-Time,2.87,
S02058,Business,Management,Management Major,Summer 2024,Summer,2024,2023,Continuing,9,Full-Time,2.57,
S02058,Business,Management,Management Major,Fall 2024,Fall,2024,2023,Continuing,17,Full-Time,2.77,Retained
S02058,Business,Management,Management Major,Spring 2025,Spring,2025,2023,Continuing,16,Full-Time,2.4,
S02058,Business,Management,Management Major,Summer 2025,Summer,2025,2023,Continuing,10,Full-Time,2.19,
S02059,Arts & Sciences,Mathematics,Mathematics Major,Fall 2023,Fall,2023,2024,Continuing,16,Full-Time,2.94,Retained
S02059,Arts & Sciences,Mathematics,Mathematics Major,Spring 2024,Spring,2024,2024,Continuing,14,Full-Time,2.84,
S02059,Arts & Sciences,Mathematics,Mathematics Major,Summer 2024,Summer,2024,2024,Continuing,5,Part-Time,3.01,
S02059,Arts & Sciences,Mathematics,Mathematics Major,Fall 2024,Fall,2024,2024,First-Time,14,Full-Time,2.64,Retained
S02059,Arts & Sciences,Mathematics,Mathematics Major,Spring 2025,Spring,2025,2024,Continuing,10,Part-Time,3,
S02059,Arts & Sciences,Mathematics,Mathematics Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,2.49,
S02060,Engineering,Civil Engineering,Civil Engineering Major,Fall 2023,Fall,2023,2023,First-Time,11,Part-Time,4,Not Retained
S02060,Engineering,Civil Engineering,Civil Engineering Major,Spring 2024,Spring,2024,2023,Continuing,13,Full-Time,3.38,
S02060,Engineering,Civil Engineering,Civil Engineering Major,Summer 2024,Summer,2024,2023,Continuing,8,Full-Time,2.36,
S02060,Engineering,Civil Engineering,Civil Engineering Major,Fall 2024,Fall,2024,2023,Continuing,10,Part-Time,3.14,Retained
S02060,Engineering,Civil Engineering,Civil Engineering Major,Spring 2025,Spring,2025,2023,Continuing,13,Full-Time,3.22,
S02060,Engineering,Civil Engineering,Civil Engineering Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,3.77,
S02061,Health Sciences,Nursing,Nursing Major,Fall 2023,Fall,2023,2023,First-Time,17,Full-Time,2.77,Retained
S02061,Health Sciences,Nursing,Nursing Major,Spring 2024,Spring,2024,2023,Continuing,11,Part-Time,3.01,
S02061,Health Sciences,Nursing,Nursing Major,Summer 2024,Summer,2024,2023,Continuing,10,Full-Time,2.5,
S02061,Health Sciences,Nursing,Nursing Major,Fall 2024,Fall,2024,2023,Continuing,16,Full-Time,2.57,Retained
S02061,Health Sciences,Nursing,Nursing Major,Spring 2025,Spring,2025,2023,Continuing,15,Full-Time,2.16,
S02061,Health Sciences,Nursing,Nursing Major,Summer 2025,Summer,2025,2023,Continuing,6,Full-Time,3.38,
S02062,Arts & Sciences,Statistics,Statistics Major,Fall 2023,Fall,2023,2024,Continuing,12,Full-Time,2.58,Not Retained
S02062,Arts & Sciences,Statistics,Statistics Major,Spring 2024,Spring,2024,2024,Continuing,10,Part-Time,2.81,
S02062,Arts & Sciences,Statistics,Statistics Major,Summer 2024,Summer,2024,2024,Continuing,6,Full-Time,2.68,
S02062,Arts & Sciences,Statistics,Statistics Major,Fall 2024,Fall,2024,2024,First-Time,17,Full-Time,1.6,Retained
S02062,Arts & Sciences,Statistics,Statistics Major,Spring 2025,Spring,2025,2024,Continuing,10,Part-Time,3.08,
S02062,Arts & Sciences,Statistics,Statistics Major,Summer 2025,Summer,2025,2024,Continuing,8,Full-Time,2.71,
S02063,Education,Secondary Education,Secondary Education Major,Fall 2023,Fall,2023,2024,Continuing,16,Full-Time,2.97,Retained
S02063,Education,Secondary Education,Secondary Education Major,Spring 2024,Spring,2024,2024,Continuing,15,Full-Time,3.19,
S02063,Education,Secondary Education,Secondary Education Major,Summer 2024,Summer,2024,2024,Continuing,10,Full-Time,2.58,
S02063,Education,Secondary Education,Secondary Education Major,Fall 2024,Fall,2024,2024,First-Time,12,Full-Time,3.18,Retained
S02063,Education,Secondary Education,Secondary Education Major,Spring 2025,Spring,2025,2024,Continuing,13,Full-Time,3.23,
S02063,Education,Secondary Education,Secondary Education Major,Summer 2025,Summer,2025,2024,Continuing,4,Part-Time,2.3,
